ApprovedSymbol	ApprovedName	Class	UniProtID	HGNCID	Taxon
ASGR1	asialoglycoprotein receptor 1	receptor	P07306	742	Eutheria
ASGR2	asialoglycoprotein receptor 2	receptor	P07307	743	Theria
ASIC3	acid-sensing (proton-gated) ion channel 3	receptor	Q9UHC3	101	Bilateria
ATP1A3	ATPase, Na+/K+ transporting, alpha 3 polypeptide	receptor	P13637	801	Eukaryota
ATP6AP2	ATPase, H+ transporting, lysosomal accessory protein 2	receptor	O75787	18305	Bilateria
ATRN	attractin	receptor	O75882	885	Bilateria
AVPR1A	arginine vasopressin receptor 1A	receptor	P37288	895	Bilateria
AVPR1B	arginine vasopressin receptor 1B	receptor	P47901	896	Tetrapoda
AVPR2	arginine vasopressin receptor 2	receptor	P30518	897	Euteleostomi
AXL	AXL receptor tyrosine kinase	receptor	P30530	905	Chordata
BAI2	brain-specific angiogenesis inhibitor 2	receptor	O60241	944	Euteleostomi
BAMBI	BMP and activin membrane-bound inhibitor	receptor	Q13145	30251	Euteleostomi
BCAM	basal cell adhesion molecule (Lutheran blood group)	receptor	P50895	6722	Eutheria
BDKRB1	bradykinin receptor B1	receptor	P46663	1029	Amniota
BDKRB2	bradykinin receptor B2	receptor	P30411	1030	Euteleostomi
BMPR1A	bone morphogenetic protein receptor, type IA	receptor	P36894	1076	Bilateria
BMPR1B	bone morphogenetic protein receptor, type IB	receptor	O00238	1077	Bilateria
BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)	receptor	Q13873	1078	Euteleostomi
BOC	BOC cell adhesion associated, oncogene regulated	receptor	Q9BWV1	17173	Tetrapoda
BRS3	bombesin-like receptor 3	receptor	P32247	1113	Tetrapoda
C14orf1	chromosome 14 open reading frame 1	receptor	Q9UKR5	1187	Euteleostomi
C3AR1	complement component 3a receptor 1	receptor	Q16581	1319	Eutheria
C5AR1	complement component 5a receptor 1	receptor	P21730	1338	Tetrapoda
C5AR2	complement component 5a receptor 2	receptor	Q9P296	4527	Theria
CACHD1	cache domain containing 1	receptor	Q5VU97	29314	Deuterostomia
CACNA1C	calcium channel, voltage-dependent, L type, alpha 1C subunit	receptor	Q13936	1390	Bilateria
CALCR	calcitonin receptor	receptor	P30988	1440	Theria
CALCRL	calcitonin receptor-like	receptor	Q16602	16709	Euteleostomi
CANX	calnexin	receptor	P27824	1473	Opisthokonta
CATSPER1	cation channel, sperm associated 1	receptor	Q8NEC5	17116	Eutheria
CAV1	caveolin 1, caveolae protein, 22kDa	receptor	Q03135	1527	Deuterostomia
CCKAR	cholecystokinin A receptor	receptor	P32238	1570	Bilateria
CCKBR	cholecystokinin B receptor	receptor	P32239	1571	Tetrapoda
CCR1	chemokine (C-C motif) receptor 1	receptor	P32246	1602	Eutheria
CCR10	chemokine (C-C motif) receptor 10	receptor	P46092	4474	Theria
CCR2	chemokine (C-C motif) receptor 2	receptor	P41597	1603	Tetrapoda
CCR3	chemokine (C-C motif) receptor 3	receptor	P51677	1604	Mammalia
CCR4	chemokine (C-C motif) receptor 4	receptor	P51679	1605	Amniota
CCR5	chemokine (C-C motif) receptor 5 (gene/pseudogene)	receptor	P51681	1606	Tetrapoda
CCR6	chemokine (C-C motif) receptor 6	receptor	P51684	1607	Theria
CCR7	chemokine (C-C motif) receptor 7	receptor	P32248	1608	Euteleostomi
CCR8	chemokine (C-C motif) receptor 8	receptor	P51685	1609	Theria
CCR9	chemokine (C-C motif) receptor 9	receptor	P51686	1610	Theria
CCRL2	chemokine (C-C motif) receptor-like 2	receptor	O00421	1612	Mammalia
CD109	CD109 molecule	receptor	Q6YHK3	21685	Bilateria
CD151	CD151 molecule (Raph blood group)	receptor	P48509	1630	Euteleostomi
CD177	CD177 molecule	receptor	Q8N6Q3	30072	Eutheria
CD180	CD180 molecule	receptor	Q99467	6726	Theria
CD19	CD19 molecule	receptor	P15391	1633	Theria
CD1A	CD1a molecule	receptor	P06126	1634	Catarrhini
CD1B	CD1b molecule	receptor	P29016	1635	Homininae
CD247	CD247 molecule	receptor	P20963	1677	Theria
CD27	CD27 molecule	receptor	P26842	11922	Theria
CD28	CD28 molecule	receptor	P10747	1653	Amniota
CD36	CD36 molecule (thrombospondin receptor)	receptor	P16671	1663	Euteleostomi
CD3D	CD3d molecule, delta (CD3-TCR complex)	receptor	P04234	1673	Theria
CD3G	CD3g molecule, gamma (CD3-TCR complex)	receptor	P09693	1675	Mammalia
CD4	CD4 molecule	receptor	P01730	1678	Amniota
CD40	CD40 molecule, TNF receptor superfamily member 5	receptor	P25942	11919	Theria
CD44	CD44 molecule (Indian blood group)	receptor	P16070	1681	Tetrapoda
CD46	CD46 molecule, complement regulatory protein	receptor	P15529	6953	Eutheria
CD47	CD47 molecule	receptor	Q08722	1682	Amniota
CD48	CD48 molecule	receptor	P09326	1683	Eutheria
CD5	CD5 molecule	receptor	P06127	1685	Amniota
CD53	CD53 molecule	receptor	P19397	1686	Euteleostomi
CD63	CD63 molecule	receptor	P08962	1692	Bilateria
CD72	CD72 molecule	receptor	P21854	1696	Amniota
CD74	CD74 molecule, major histocompatibility complex, class II invariant chain	receptor	P04233	1697	Euteleostomi
CD79A	CD79a molecule, immunoglobulin-associated alpha	receptor	P11912	1698	Eutheria
CD81	CD81 molecule	receptor	P60033	1701	Euarchontoglires
CD82	CD82 molecule	receptor	P27701	6210	Euteleostomi
CD9	CD9 molecule	receptor	P21926	1709	Chordata
CD93	CD93 molecule	receptor	Q9NPY3	15855	Amniota
CD97	CD97 molecule	receptor	P48960	1711	Mammalia
CDH10	cadherin 10, type 2 (T2-cadherin)	receptor	Q9Y6N8	1749	Chordata
CDH19	cadherin 19, type 2	receptor	Q9H159	1758	Chordata
CDH2	cadherin 2, type 1, N-cadherin (neuronal)	receptor	P19022	1759	Chordata
CDH5	cadherin 5, type 2 (vascular endothelium)	receptor	P33151	1764	Euteleostomi
CDH6	cadherin 6, type 2, K-cadherin (fetal kidney)	receptor	P55285	1765	Chordata
CDH7	cadherin 7, type 2	receptor	Q9ULB5	1766	Chordata
CDON	cell adhesion associated, oncogene regulated	receptor	Q4KMG0	17104	Euteleostomi
CELSR1	cadherin, EGF LAG seven-pass G-type receptor 1	receptor	Q9NYQ6	1850	Eukaryota
CFTR	cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)	receptor	P13569	1884	Eukaryota
CHRM1	cholinergic receptor, muscarinic 1	receptor	P11229	1950	Theria
CHRM3	cholinergic receptor, muscarinic 3	receptor	P20309	1952	Bilateria
CHRNA4	cholinergic receptor, nicotinic, alpha 4 (neuronal)	receptor	P43681	1958	Euteleostomi
CLDN2	claudin 2	receptor	P57739	2041	Tetrapoda
CLDN4	claudin 4	receptor	O14493	2046	Euteleostomi
CLEC10A	C-type lectin domain family 10, member A	receptor	Q8IUN9	16916	Eutheria
CLEC2B	C-type lectin domain family 2, member B	receptor	Q92478	2053	Tetrapoda
CLEC4M	C-type lectin domain family 4, member M	receptor	Q9H2X3	13523	Euarchontoglires
CMKLR1	chemokine-like receptor 1	receptor	Q99788	2121	Human
CNR1	cannabinoid receptor 1 (brain)	receptor	P21554	2159	Chordata
CNTFR	ciliary neurotrophic factor receptor	receptor	P26992	2170	Tetrapoda
CNTN1	contactin 1	receptor	Q12860	2171	Bilateria
CNTNAP1	contactin associated protein 1	receptor	P78357	8011	Bilateria
CNTNAP2	contactin associated protein-like 2	receptor	Q9UHC6	13830	Bilateria
COL13A1	collagen, type XIII, alpha 1	receptor	Q5TAT6	2190	Tetrapoda
COL17A1	collagen, type XVII, alpha 1	receptor	Q9UMD9	2194	Amniota
CR1	complement component (3b/4b) receptor 1 (Knops blood group)	receptor	P17927	2334	Amniota
CRHR1	corticotropin releasing hormone receptor 1	receptor	P34998	2357	Euteleostomi
CRHR2	corticotropin releasing hormone receptor 2	receptor	Q13324	2358	Euteleostomi
CRLF1	cytokine receptor-like factor 1	receptor	O75462	2364	Euteleostomi
CSF1R	colony stimulating factor 1 receptor	receptor	P07333	2433	Euteleostomi
CSF2RA	colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)	receptor	P15509	2435	Amniota
CSF2RB	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)	receptor	P32927	2436	Tetrapoda
CSF3R	colony stimulating factor 3 receptor (granulocyte)	receptor	Q99062	2439	Euteleostomi
CSPG4	chondroitin sulfate proteoglycan 4	receptor	Q6UVK1	2466	Bilateria
CX3CR1	chemokine (C-X3-C motif) receptor 1	receptor	P49238	2558	Amniota
CXCR1	chemokine (C-X-C motif) receptor 1	receptor	P25024	6026	Amniota
CXCR2	chemokine (C-X-C motif) receptor 2	receptor	P25025	6027	Amniota
CXCR3	chemokine (C-X-C motif) receptor 3	receptor	P49682	4540	Eutheria
CXCR4	chemokine (C-X-C motif) receptor 4	receptor	P61073	2561	Chordata
CXCR5	chemokine (C-X-C motif) receptor 5	receptor	P32302	1060	Euteleostomi
CXCR6	chemokine (C-X-C motif) receptor 6	receptor	O00574	16647	Mammalia
DARC	Duffy blood group, atypical chemokine receptor	receptor	Q16570	4035	Theria
DCBLD2	discoidin, CUB and LCCL domain containing 2	receptor	Q96PD2	24627	Euteleostomi
DCC	deleted in colorectal carcinoma	receptor	P43146	2701	Euteleostomi
DCHS1	dachsous cadherin-related 1	receptor	Q96JQ0	13681	Bilateria
DDR1	discoidin domain receptor tyrosine kinase 1	receptor	Q08345	2730	Deuterostomia
DDR2	discoidin domain receptor tyrosine kinase 2	receptor	Q16832	2731	Deuterostomia
DPP4	dipeptidyl-peptidase 4	receptor	P27487	3009	Opisthokonta
DRD2	dopamine receptor D2	receptor	P14416	3023	Euteleostomi
DRD4	dopamine receptor D4	receptor	P21917	3025	Human
DYSF	dysferlin	receptor	O75923	3097	Bilateria
EDA2R	ectodysplasin A2 receptor	receptor	Q9HAV5	17756	Euarchontoglires
EDAR	ectodysplasin A receptor	receptor	Q9UNE0	2895	Chordata
EDNRA	endothelin receptor type A	receptor	P25101	3179	Human
EDNRB	endothelin receptor type B	receptor	P24530	3180	Euteleostomi
EGFR	epidermal growth factor receptor	receptor	P00533	3236	Bilateria
ELTD1	EGF, latrophilin and seven transmembrane domain containing 1	receptor	Q9HBW9	20822	Human
EMR2	egf-like module containing, mucin-like, hormone receptor-like 2	receptor	Q9UHX3	3337	Mammalia
ENG	endoglin	receptor	P17813	3349	Theria
EPHA1	EPH receptor A1	receptor	P21709	3385	Bilateria
EPHA2	EPH receptor A2	receptor	P29317	3386	Bilateria
EPHA3	EPH receptor A3	receptor	P29320	3387	Bilateria
EPHA4	EPH receptor A4	receptor	P54764	3388	Bilateria
EPHA5	EPH receptor A5	receptor	P54756	3389	Bilateria
EPHA6	EPH receptor A6	receptor	Q9UF33	19296	Bilateria
EPHA7	EPH receptor A7	receptor	Q15375	3390	Bilateria
EPHA8	EPH receptor A8	receptor	P29322	3391	Bilateria
EPHB1	EPH receptor B1	receptor	P54762	3392	Bilateria
EPHB2	EPH receptor B2	receptor	P29323	3393	Bilateria
EPHB3	EPH receptor B3	receptor	P54753	3394	Bilateria
EPHB4	EPH receptor B4	receptor	P54760	3395	Bilateria
EPHB6	EPH receptor B6	receptor	O15197	3396	Bilateria
EPOR	erythropoietin receptor	receptor	P19235	3416	Euteleostomi
ERBB2	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2	receptor	P04626	3430	Bilateria
ERBB3	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3	receptor	P21860	3431	Bilateria
ERBB4	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4	receptor	Q15303	3432	Bilateria
ESAM	endothelial cell adhesion molecule	receptor	Q96AP7	17474	Amniota
F11R	F11 receptor	receptor	Q9Y624	14685	Euteleostomi
F2R	coagulation factor II (thrombin) receptor	receptor	P25116	3537	Human
F2RL1	coagulation factor II (thrombin) receptor-like 1	receptor	P55085	3538	Euteleostomi
F2RL2	coagulation factor II (thrombin) receptor-like 2	receptor	O00254	3539	Tetrapoda
F2RL3	coagulation factor II (thrombin) receptor-like 3	receptor	Q96RI0	3540	Tetrapoda
F3	coagulation factor III (thromboplastin, tissue factor)	receptor	P13726	3541	Amniota
FAP	fibroblast activation protein, alpha	receptor	Q12884	3590	Opisthokonta
FAS	Fas cell surface death receptor	receptor	P25445	11920	Amniota
FCER1A	Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide	receptor	P12319	3609	Theria
FCGR1A	Fc fragment of IgG, high affinity Ia, receptor (CD64)	receptor	P12314	3613	Euteleostomi
FGFR1	fibroblast growth factor receptor 1	receptor	P11362	3688	Bilateria
FGFR2	fibroblast growth factor receptor 2	receptor	P21802	3689	Bilateria
FGFR3	fibroblast growth factor receptor 3	receptor	P22607	3690	Bilateria
FGFR4	fibroblast growth factor receptor 4	receptor	P22455	3691	Bilateria
FGFRL1	fibroblast growth factor receptor-like 1	receptor	Q8N441	3693	Deuterostomia
FLT1	fms-related tyrosine kinase 1	receptor	P17948	3763	Deuterostomia
FLT3	fms-related tyrosine kinase 3	receptor	P36888	3765	Mammalia
FLT4	fms-related tyrosine kinase 4	receptor	P35916	3767	Deuterostomia
FPR1	formyl peptide receptor 1	receptor	P21462	3826	Mammalia
FPR2	formyl peptide receptor 2	receptor	P25090	3827	Theria
FPR3	formyl peptide receptor 3	receptor	P25089	3828	Theria
FSHR	follicle stimulating hormone receptor	receptor	P23945	3969	Bilateria
FXYD6	FXYD domain containing ion transport regulator 6	receptor	Q9H0Q3	4030	Amniota
FZD1	frizzled class receptor 1	receptor	Q9UP38	4038	Bilateria
FZD10	frizzled class receptor 10	receptor	Q9ULW2	4039	Deuterostomia
FZD2	frizzled class receptor 2	receptor	Q14332	4040	Bilateria
FZD3	frizzled class receptor 3	receptor	Q9NPG1	4041	Chordata
FZD4	frizzled class receptor 4	receptor	Q9ULV1	4042	Tetrapoda
FZD5	frizzled class receptor 5	receptor	Q13467	4043	Bilateria
FZD6	frizzled class receptor 6	receptor	O60353	4044	Chordata
FZD7	frizzled class receptor 7	receptor	O75084	4045	Bilateria
FZD8	frizzled class receptor 8	receptor	Q9H461	4046	Bilateria
FZD9	frizzled class receptor 9	receptor	O00144	4047	Deuterostomia
GABBR2	gamma-aminobutyric acid (GABA) B receptor, 2	receptor	O75899	4507	Bilateria
GALR1	galanin receptor 1	receptor	P47211	4132	Deuterostomia
GALR2	galanin receptor 2	receptor	O43603	4133	Euteleostomi
GALR3	galanin receptor 3	receptor	O60755	4134	Tetrapoda
GCGR	glucagon receptor	receptor	P47871	4192	Euteleostomi
GFRA1	GDNF family receptor alpha 1	receptor	P56159	4243	Euteleostomi
GFRA2	GDNF family receptor alpha 2	receptor	O00451	4244	Euteleostomi
GFRA3	GDNF family receptor alpha 3	receptor	O60609	4245	Theria
GFRA4	GDNF family receptor alpha 4	receptor	Q9GZZ7	13821	Eutheria
GHR	growth hormone receptor	receptor	P10912	4263	Euteleostomi
GHRHR	growth hormone releasing hormone receptor	receptor	Q02643	4266	Theria
GHSR	growth hormone secretagogue receptor	receptor	Q92847	4267	Chordata
GIPR	gastric inhibitory polypeptide receptor	receptor	P48546	4271	Theria
GJB2	gap junction protein, beta 2, 26kDa	receptor	P29033	4284	Mammalia
GLP1R	glucagon-like peptide 1 receptor	receptor	P43220	4324	Tetrapoda
GLP2R	glucagon-like peptide 2 receptor	receptor	O95838	4325	Tetrapoda
GNRHR	gonadotropin-releasing hormone receptor	receptor	P30968	4421	Bilateria
GP1BA	glycoprotein Ib (platelet), alpha polypeptide	receptor	P07359	4439	Tetrapoda
GP1BB	glycoprotein Ib (platelet), beta polypeptide	receptor	P13224	4440	Homininae
GP9	glycoprotein IX (platelet)	receptor	P14770	4444	Amniota
GPC1	glypican 1	receptor	P35052	4449	Euteleostomi
GPC2	glypican 2	receptor	Q8N158	4450	Mammalia
GPC4	glypican 4	receptor	O75487	4452	Bilateria
GPC5	glypican 5	receptor	P78333	4453	Euteleostomi
GPIHBP1	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1	receptor	Q8IV16	24945	Euarchontoglires
GPR1	G protein-coupled receptor 1	receptor	P46091	4463	Amniota
GPR135	G protein-coupled receptor 135	receptor	Q8IZ08	19991	Human
GPR151	G protein-coupled receptor 151	receptor	Q8TDV0	23624	Mammalia
GPR162	G protein-coupled receptor 162	receptor	Q16538	16693	NA
GPR182	G protein-coupled receptor 182	receptor	O15218	13708	Theria
GPR37	G protein-coupled receptor 37 (endothelin receptor type B-like)	receptor	O15354	4494	Chordata
GPR37L1	G protein-coupled receptor 37 like 1	receptor	O60883	14923	Amniota
GPR39	G protein-coupled receptor 39	receptor	O43194	4496	Euteleostomi
GPR56	G protein-coupled receptor 56	receptor	Q9Y653	4512	Tetrapoda
GPR75	G protein-coupled receptor 75	receptor	O95800	4526	Theria
GRIN2C	glutamate receptor, ionotropic, N-methyl D-aspartate 2C	receptor	Q14957	4587	Euteleostomi
GRIN2D	glutamate receptor, ionotropic, N-methyl D-aspartate 2D	receptor	O15399	4588	Euteleostomi
GRM1	glutamate receptor, metabotropic 1	receptor	Q13255	4593	Bilateria
GRM5	glutamate receptor, metabotropic 5	receptor	P41594	4597	Bilateria
GRPR	gastrin-releasing peptide receptor	receptor	P30550	4609	Amniota
GUCY2C	guanylate cyclase 2C (heat stable enterotoxin receptor)	receptor	P25092	4688	Euteleostomi
GUCY2D	guanylate cyclase 2D, membrane (retina-specific)	receptor	Q02846	4689	Euteleostomi
GYPE	glycophorin E (MNS blood group)	receptor	P15421	4705	Homininae
HCRTR1	hypocretin (orexin) receptor 1	receptor	O43613	4848	Eutheria
HCRTR2	hypocretin (orexin) receptor 2	receptor	O43614	4849	Deuterostomia
HFE	hemochromatosis	receptor	Q30201	4886	Theria
HFE2	hemochromatosis type 2 (juvenile)	receptor	Q6ZVN8	4887	Human
HHIP	hedgehog interacting protein	receptor	Q96QV1	14866	Euteleostomi
HLA-F	major histocompatibility complex, class I, F	receptor	P30511	4963	Catarrhini
HMMR	hyaluronan-mediated motility receptor (RHAMM)	receptor	O75330	5012	Chordata
HRH4	histamine receptor H4	receptor	Q9H3N8	17383	Theria
HTR2A	5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled	receptor	P28223	5293	Amniota
HTR2C	5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled	receptor	P28335	5295	Chordata
HTR6	5-hydroxytryptamine (serotonin) receptor 6, G protein-coupled	receptor	P50406	5301	Theria
IFITM1	interferon induced transmembrane protein 1	receptor	P13164	5412	Eutheria
IFNAR1	interferon (alpha, beta and omega) receptor 1	receptor	P17181	5432	Amniota
IFNAR2	interferon (alpha, beta and omega) receptor 2	receptor	P48551	5433	Amniota
IFNGR1	interferon gamma receptor 1	receptor	P15260	5439	Amniota
IFNGR2	interferon gamma receptor 2 (interferon gamma transducer 1)	receptor	P38484	5440	Euteleostomi
IFNLR1	interferon, lambda receptor 1	receptor	Q8IU57	18584	Amniota
IGF1R	insulin-like growth factor 1 receptor	receptor	P08069	5465	Bilateria
IGF2R	insulin-like growth factor 2 receptor	receptor	P11717	5467	Deuterostomia
IGFLR1	IGF-like family receptor 1	receptor	Q9H665	23620	Theria
IL10RA	interleukin 10 receptor, alpha	receptor	Q13651	5964	Amniota
IL10RB	interleukin 10 receptor, beta	receptor	Q08334	5965	NA
IL11RA	interleukin 11 receptor, alpha	receptor	Q14626	5967	Euteleostomi
IL12RB1	interleukin 12 receptor, beta 1	receptor	P42701	5971	Amniota
IL12RB2	interleukin 12 receptor, beta 2	receptor	Q99665	5972	Euteleostomi
IL13RA1	interleukin 13 receptor, alpha 1	receptor	P78552	5974	Human
IL13RA2	interleukin 13 receptor, alpha 2	receptor	Q14627	5975	Euteleostomi
IL15RA	interleukin 15 receptor, alpha	receptor	Q13261	5978	Theria
IL17RA	interleukin 17 receptor A	receptor	Q96F46	5985	Amniota
IL17RB	interleukin 17 receptor B	receptor	Q9NRM6	18015	Theria
IL17RC	interleukin 17 receptor C	receptor	Q8NAC3	18358	Amniota
IL18R1	interleukin 18 receptor 1	receptor	Q13478	5988	Amniota
IL18RAP	interleukin 18 receptor accessory protein	receptor	O95256	5989	Amniota
IL1R1	interleukin 1 receptor, type I	receptor	P14778	5993	Amniota
IL1R2	interleukin 1 receptor, type II	receptor	P27930	5994	Tetrapoda
IL1RAP	interleukin 1 receptor accessory protein	receptor	Q9NPH3	5995	Tetrapoda
IL1RAPL1	interleukin 1 receptor accessory protein-like 1	receptor	Q9NZN1	5996	Euteleostomi
IL1RL2	interleukin 1 receptor-like 2	receptor	Q9HB29	5999	Theria
IL20RA	interleukin 20 receptor, alpha	receptor	Q9UHF4	6003	Chordata
IL20RB	interleukin 20 receptor beta	receptor	Q6UXL0	6004	Amniota
IL21R	interleukin 21 receptor	receptor	Q9HBE5	6006	Euteleostomi
IL22RA1	interleukin 22 receptor, alpha 1	receptor	Q8N6P7	13700	Amniota
IL22RA2	interleukin 22 receptor, alpha 2	receptor	Q969J5	14901	Amniota
IL23R	interleukin 23 receptor	receptor	Q5VWK5	19100	Amniota
IL27RA	interleukin 27 receptor, alpha	receptor	Q6UWB1	17290	Eutheria
IL2RA	interleukin 2 receptor, alpha	receptor	P01589	6008	Amniota
IL2RB	interleukin 2 receptor, beta	receptor	P14784	6009	Mammalia
IL2RG	interleukin 2 receptor, gamma	receptor	P31785	6010	Theria
IL31RA	interleukin 31 receptor A	receptor	Q8NI17	18969	Theria
IL3RA	interleukin 3 receptor, alpha (low affinity)	receptor	P26951	6012	Homininae
IL4R	interleukin 4 receptor	receptor	P24394	6015	Amniota
IL5RA	interleukin 5 receptor, alpha	receptor	Q01344	6017	Amniota
IL6R	interleukin 6 receptor	receptor	P08887	6019	Theria
IL6ST	interleukin 6 signal transducer (gp130, oncostatin M receptor)	receptor	P40189	6021	Euteleostomi
IL7R	interleukin 7 receptor	receptor	P16871	6024	Amniota
IL9R	interleukin 9 receptor	receptor	Q01113	6030	Eutheria
INSR	insulin receptor	receptor	P06213	6091	Bilateria
ITGA1	integrin, alpha 1	receptor	P56199	6134	Chordata
ITGA10	integrin, alpha 10	receptor	O75578	6135	Chordata
ITGA11	integrin, alpha 11	receptor	Q9UKX5	6136	Chordata
ITGA2	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)	receptor	P17301	6137	Chordata
ITGA2B	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)	receptor	P08514	6138	Bilateria
ITGA3	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)	receptor	P26006	6139	Bilateria
ITGA4	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)	receptor	P13612	6140	Euteleostomi
ITGA5	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)	receptor	P08648	6141	Bilateria
ITGA6	integrin, alpha 6	receptor	P23229	6142	Bilateria
ITGA7	integrin, alpha 7	receptor	Q13683	6143	Bilateria
ITGA8	integrin, alpha 8	receptor	P53708	6144	Bilateria
ITGA9	integrin, alpha 9	receptor	Q13797	6145	Euteleostomi
ITGAD	integrin, alpha D	receptor	Q13349	6146	Mammalia
ITGAE	integrin, alpha E (antigen CD103, human mucosal lymphocyte antigen 1; alpha polypeptide)	receptor	P38570	6147	Mammalia
ITGAL	integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)	receptor	P20701	6148	Mammalia
ITGAM	integrin, alpha M (complement component 3 receptor 3 subunit)	receptor	P11215	6149	Mammalia
ITGAV	integrin, alpha V	receptor	P06756	6150	Bilateria
ITGAX	integrin, alpha X (complement component 3 receptor 4 subunit)	receptor	P20702	6152	Mammalia
ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	receptor	P05556	6153	Bilateria
ITGB2	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)	receptor	P05107	6155	Bilateria
ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	receptor	P05106	6156	NA
ITGB4	integrin, beta 4	receptor	P16144	6158	Chordata
ITGB5	integrin, beta 5	receptor	P18084	6160	Bilateria
ITGB6	integrin, beta 6	receptor	P18564	6161	Bilateria
ITGB7	integrin, beta 7	receptor	P26010	6162	Bilateria
ITGB8	integrin, beta 8	receptor	P26012	6163	Tetrapoda
JMJD6	jumonji domain containing 6	receptor	Q6NYC1	19355	Eukaryota
KCNA3	potassium voltage-gated channel, shaker-related subfamily, member 3	receptor	P22001	6221	Bilateria
KCND1	potassium voltage-gated channel, Shal-related subfamily, member 1	receptor	Q9NSA2	6237	Bilateria
KCND2	potassium voltage-gated channel, Shal-related subfamily, member 2	receptor	Q9NZV8	6238	Bilateria
KCNJ10	potassium inwardly-rectifying channel, subfamily J, member 10	receptor	P78508	6256	Theria
KCNJ15	potassium inwardly-rectifying channel, subfamily J, member 15	receptor	Q99712	6261	Euteleostomi
KCNJ4	potassium inwardly-rectifying channel, subfamily J, member 4	receptor	P48050	6265	Tetrapoda
KDR	kinase insert domain receptor (a type III receptor tyrosine kinase)	receptor	P35968	6307	Deuterostomia
KEL	Kell blood group, metallo-endopeptidase	receptor	P23276	6308	Theria
KIDINS220	kinase D-interacting substrate, 220kDa	receptor	Q9ULH0	29508	Bilateria
KIR2DL1	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1	receptor	P43626	6329	Human
KIR2DL3	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 3	receptor	P43628	6331	NA
KIR2DL4	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 4	receptor	Q99706	6332	Catarrhini
KIR2DS4	killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 4	receptor	P43632	6336	NA
KIR3DL1	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1	receptor	P43629	6338	Theria
KIR3DL2	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 2	receptor	P43630	6339	NA
KISS1R	KISS1 receptor	receptor	Q969F8	4510	Euteleostomi
KIT	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	receptor	P10721	6342	Euteleostomi
KLB	klotho beta	receptor	Q86Z14	15527	Bilateria
KLRC1	killer cell lectin-like receptor subfamily C, member 1	receptor	P26715	6374	Mammalia
KLRC2	killer cell lectin-like receptor subfamily C, member 2	receptor	P26717	6375	Catarrhini
KLRD1	killer cell lectin-like receptor subfamily D, member 1	receptor	Q13241	6378	Mammalia
KLRG1	killer cell lectin-like receptor subfamily G, member 1	receptor	Q96E93	6380	Euarchontoglires
KLRK1	killer cell lectin-like receptor subfamily K, member 1	receptor	P26718	18788	Mammalia
KREMEN1	kringle containing transmembrane protein 1	receptor	Q96MU8	17550	Euteleostomi
KREMEN2	kringle containing transmembrane protein 2	receptor	Q8NCW0	18797	Mammalia
LAMP1	lysosomal-associated membrane protein 1	receptor	P11279	6499	Deuterostomia
LDLR	low density lipoprotein receptor	receptor	P01130	6547	Euteleostomi
LEPR	leptin receptor	receptor	P48357	6554	Euteleostomi
LGR4	leucine-rich repeat containing G protein-coupled receptor 4	receptor	Q9BXB1	13299	Amniota
LGR5	leucine-rich repeat containing G protein-coupled receptor 5	receptor	O75473	4504	Amniota
LGR6	leucine-rich repeat containing G protein-coupled receptor 6	receptor	Q9HBX8	19719	Amniota
LHCGR	luteinizing hormone/choriogonadotropin receptor	receptor	P22888	6585	Bilateria
LIFR	leukemia inhibitory factor receptor alpha	receptor	P42702	6597	Euteleostomi
LILRA3	leukocyte immunoglobulin-like receptor, subfamily A (without TM domain), member 3	receptor	Q8N6C8	6604	Theria
