ApprovedSymbol	UniProtID	HGNCID	ApprovedName	Consensus_Call	Taxon	Age	Class
SEMA3A	Q14563	10723	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A	secreted	Euteleostomi	454	Ligand
SEMA3B	Q13214	10724	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B	endoplasmic reticulum. secreted	Euteleostomi	454	Ligand
SEMA3C	Q99985	10725	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C	secreted	Euteleostomi	454	Ligand
SEMA3D	O95025	10726	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D	secreted	Euteleostomi	454	Ligand
SEMA3E	O15041	10727	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E	secreted	Euteleostomi	454	Ligand
SEMA3F	Q13275	10728	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F	cytoplasm	Euteleostomi	454	Ligand
SEMA3G	Q9NS98	30400	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G	secreted	Euteleostomi	454	Ligand
SEMA4A	Q9H3S1	10729	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A	plasma membrane	Mammalia	220	Ligand
SEMA4B	Q9NPR2	10730	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B	cytoplasm. plasma membrane	Tetrapoda	361	Ligand
SEMA4C	Q9C0C4	10731	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C	plasma membrane	Mammalia	220	Ligand
SEMA4D	Q92854	10732	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D	nucleus. plasma membrane. secreted	Chordata	797	Ligand
SEMA4F	O95754	10734	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F	plasma membrane	Theria	176	Ligand
SEMA4G	Q9NTN9	10735	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G	plasma membrane	Tetrapoda	361	Ligand
SEMA5A	Q13591	10736	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A	plasma membrane	Euteleostomi	454	Ligand
SEMA6A	Q9H2E6	10738	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A	plasma membrane	Bilateria	910	Ligand
SEMA6D	Q8NFY4	16770	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D	cytoplasm. plasma membrane. secreted	Bilateria	910	Ligand
SEMA7A	O75326	10741	semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)	plasma membrane. secreted	Amniota	324	Ligand
SERPINA1	P01009	8941	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1	cytoplasm. endoplasmic reticulum. lysosome. secreted	Euteleostomi	454	Ligand
SERPINA7	P05543	11583	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7	secreted	Mammalia	220	Ligand
SERPINC1	P01008	775	serpin peptidase inhibitor, clade C (antithrombin), member 1	secreted	Euteleostomi	454	Ligand
SERPINE1	P05121	8583	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1	secreted	Euteleostomi	454	Ligand
SERPINE2	P07093	8951	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2	secreted	Tetrapoda	361	Ligand
SERPING1	P05155	1228	serpin peptidase inhibitor, clade G (C1 inhibitor), member 1	secreted	Mammalia	220	Ligand
SFRP1	Q8N474	10776	secreted frizzled-related protein 1	secreted	Euteleostomi	454	Ligand
SFTPA1	Q8IWL2	10798	surfactant protein A1	endoplasmic reticulum. secreted	Tetrapoda	361	Ligand
SFTPA2	Q8IWL1	10799	surfactant protein A2	secreted	Tetrapoda	361	Ligand
SFTPD	P35247	10803	surfactant protein D	secreted	Mammalia	220	Ligand
SHANK1	Q9Y566	15474	SH3 and multiple ankyrin repeat domains 1	cytoplasm	Bilateria	910	Ligand
SHBG	P04278	10839	sex hormone-binding globulin	secreted	Mammalia	220	Ligand
SHH	Q15465	10848	sonic hedgehog	secreted	Bilateria	910	Ligand
SLIT1	O75093	11085	slit homolog 1 (Drosophila)	secreted	Bilateria	910	Ligand
SLIT2	O94813	11086	slit homolog 2 (Drosophila)	secreted	Bilateria	910	Ligand
SLIT3	O75094	11087	slit homolog 3 (Drosophila)	mitochondrion. secreted	Bilateria	910	Ligand
SLPI	P03973	11092	secretory leukocyte peptidase inhibitor	secreted	Euarchontoglires	91	Ligand
SORBS1	Q9BX66	14565	sorbin and SH3 domain containing 1	cytoplasm. secreted	Chordata	797	Ligand
SOST	Q9BQB4	13771	sclerostin	secreted	Human	0	Ligand
SPINK1	P00995	11244	serine peptidase inhibitor, Kazal type 1	secreted	Mammalia	220	Ligand
SPINT1	O43278	11246	serine peptidase inhibitor, Kunitz type 1	secreted	Euteleostomi	454	Ligand
SPON2	Q9BUD6	11253	spondin 2, extracellular matrix protein	secreted	Euteleostomi	454	Ligand
SPP1	P10451	11255	secreted phosphoprotein 1	secreted	Amniota	324	Ligand
SST	P61278	11329	somatostatin	secreted	Euteleostomi	454	Ligand
SYTL3	Q4VX76	15587	synaptotagmin-like 3	secreted	Bilateria	910	Ligand
TAC1	P20366	11517	tachykinin, precursor 1	secreted	Euteleostomi	454	Ligand
TAC3	Q9UHF0	11521	tachykinin 3	secreted	Mammalia	220	Ligand
TAC4	Q86UU9	16641	tachykinin 4 (hemokinin)	secreted	Euarchontoglires	91	Ligand
TCN2	P20062	11653	transcobalamin II	secreted	Euteleostomi	454	Ligand
TCTN1	Q2MV58	26113	tectonic family member 1	secreted	Tetrapoda	361	Ligand
TDGF1	P13385	11701	teratocarcinoma-derived growth factor 1	secreted	NA	NA	Ligand
TF	P02787	11740	transferrin	cytoplasm. endoplasmic reticulum. endosome. nucleus. secreted	Euteleostomi	454	Ligand
TFPI	P10646	11760	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	cytoplasm. secreted	Chordata	797	Ligand
TG	P01266	11764	thyroglobulin	endoplasmic reticulum. secreted	Euteleostomi	454	Ligand
TGFA	P01135	11765	transforming growth factor, alpha	cytoplasm. endoplasmic reticulum. nucleus. plasma membrane. secreted	Euteleostomi	454	Ligand
TGFB1	P01137	11766	transforming growth factor, beta 1	secreted	Theria	176	Ligand
TGFB2	P61812	11768	transforming growth factor, beta 2	secreted	Deuterostomia	824	Ligand
TGFB3	P10600	11769	transforming growth factor, beta 3	secreted	Amniota	324	Ligand
TGM2	P21980	11778	transglutaminase 2	cytoplasm. nucleus. secreted	Euteleostomi	454	Ligand
THBS1	P07996	11785	thrombospondin 1	secreted	Deuterostomia	824	Ligand
THBS2	P35442	11786	thrombospondin 2	secreted	Deuterostomia	824	Ligand
THPO	P40225	11795	thrombopoietin	secreted	Theria	176	Ligand
TIMP1	P01033	11820	TIMP metallopeptidase inhibitor 1	secreted	Mammalia	220	Ligand
TIMP2	P16035	11821	TIMP metallopeptidase inhibitor 2	secreted	Euteleostomi	454	Ligand
TIMP3	P35625	11822	TIMP metallopeptidase inhibitor 3	secreted	Euteleostomi	454	Ligand
TNC	P24821	5318	tenascin C	secreted	Bilateria	910	Ligand
TNF	P01375	11892	tumor necrosis factor	plasma membrane. secreted	Theria	176	Ligand
TNFSF10	P50591	11925	tumor necrosis factor (ligand) superfamily, member 10	nucleus. plasma membrane	Amniota	324	Ligand
TNFSF11	O14788	11926	tumor necrosis factor (ligand) superfamily, member 11	plasma membrane. secreted	Tetrapoda	361	Ligand
TNFSF12	O43508	11927	tumor necrosis factor (ligand) superfamily, member 12	plasma membrane. secreted	NA	NA	Ligand
TNFSF13	O75888	11928	tumor necrosis factor (ligand) superfamily, member 13	golgi apparatus. plasma membrane. secreted	Mammalia	220	Ligand
TNFSF13B	Q9Y275	11929	tumor necrosis factor (ligand) superfamily, member 13b	plasma membrane. secreted	Amniota	324	Ligand
TNFSF14	O43557	11930	tumor necrosis factor (ligand) superfamily, member 14	cytoplasm. plasma membrane. secreted	Mammalia	220	Ligand
TNFSF15	O95150	11931	tumor necrosis factor (ligand) superfamily, member 15	plasma membrane. secreted	Tetrapoda	361	Ligand
TNFSF18	Q9UNG2	11932	tumor necrosis factor (ligand) superfamily, member 18	cytoplasm. plasma membrane	Eutheria	97	Ligand
TNFSF4	P23510	11934	tumor necrosis factor (ligand) superfamily, member 4	plasma membrane	Amniota	324	Ligand
TNFSF8	P32971	11938	tumor necrosis factor (ligand) superfamily, member 8	plasma membrane	Amniota	324	Ligand
TNFSF9	P41273	11939	tumor necrosis factor (ligand) superfamily, member 9	plasma membrane	Mammalia	220	Ligand
TRH	P20396	12298	thyrotropin-releasing hormone	secreted	Euteleostomi	454	Ligand
TSHB	P01222	12372	thyroid stimulating hormone, beta	secreted	Euteleostomi	454	Ligand
TSLP	Q969D9	30743	thymic stromal lymphopoietin	secreted	Euarchontoglires	91	Ligand
UCN	P55089	12516	urocortin	secreted	Theria	176	Ligand
UCN2	Q96RP3	18414	urocortin 2	secreted	Eutheria	97	Ligand
UCN3	Q969E3	17781	urocortin 3	secreted	Tetrapoda	361	Ligand
ULBP2	Q9BZM5	14894	UL16 binding protein 2	endoplasmic reticulum. plasma membrane. secreted	Eutheria	97	Ligand
UTS2	O95399	12636	urotensin 2	secreted	Amniota	324	Ligand
UTS2B	Q765I0	30894	urotensin 2B	secreted	Euarchontoglires	91	Ligand
VASP	P50552	12652	vasodilator-stimulated phosphoprotein	cytoplasm. secreted	Homininae	6	Ligand
VCAM1	P19320	12663	vascular cell adhesion molecule 1	secreted	Euteleostomi	454	Ligand
VCAN	P13611	2464	versican	secreted	Euteleostomi	454	Ligand
VEGFA	P15692	12680	vascular endothelial growth factor A	secreted	Euteleostomi	454	Ligand
VEGFB	P49765	12681	vascular endothelial growth factor B	secreted	Mammalia	220	Ligand
VEGFC	P49767	12682	vascular endothelial growth factor C	secreted	Chordata	797	Ligand
VIM	P08670	12692	vimentin	cytoplasm. endoplasmic reticulum. golgi apparatus. mitochondrion. nucleus. secreted	Chordata	797	Ligand
VIP	P01282	12693	vasoactive intestinal peptide	cytoplasm. secreted	Tetrapoda	361	Ligand
VTN	P04004	12724	vitronectin	secreted	NA	NA	Ligand
VWF	P04275	12726	von Willebrand factor	cytoplasm. endoplasmic reticulum. golgi apparatus. secreted	Chordata	797	Ligand
WNT1	P04628	12774	wingless-type MMTV integration site family, member 1	secreted	Theria	176	Ligand
WNT11	O96014	12776	wingless-type MMTV integration site family, member 11	secreted	Euteleostomi	454	Ligand
WNT16	Q9UBV4	16267	wingless-type MMTV integration site family, member 16	secreted	Euteleostomi	454	Ligand
WNT2	P09544	12780	wingless-type MMTV integration site family member 2	secreted	Amniota	324	Ligand
WNT3	P56703	12782	wingless-type MMTV integration site family, member 3	secreted	Euteleostomi	454	Ligand
WNT3A	P56704	15983	wingless-type MMTV integration site family, member 3A	secreted	Euteleostomi	454	Ligand
WNT4	P56705	12783	wingless-type MMTV integration site family, member 4	secreted	Human	0	Ligand
WNT5A	P41221	12784	wingless-type MMTV integration site family, member 5A	secreted	Deuterostomia	824	Ligand
WNT7A	O00755	12786	wingless-type MMTV integration site family, member 7A	secreted	Amniota	324	Ligand
WNT7B	P56706	12787	wingless-type MMTV integration site family, member 7B	secreted	Euteleostomi	454	Ligand
XCL1	P47992	10645	chemokine (C motif) ligand 1	secreted	Amniota	324	Ligand
XCL2	Q9UBD3	10646	chemokine (C motif) ligand 2	secreted	Amniota	324	Ligand
YARS	P54577	12840	tyrosyl-tRNA synthetase	cytoplasm. secreted	Cell.Organisms	4200	Ligand
ZG16B	Q96DA0	30456	zymogen granule protein 16B	secreted	Catarrhini	29	Ligand
ZP3	P21754	13189	zona pellucida glycoprotein 3 (sperm receptor)	plasma membrane. secreted	Euteleostomi	454	Ligand
ABCA1	O95477	29	ATP-binding cassette, sub-family A (ABC1), member 1	plasma membrane	Cell.Organisms	4200	Receptor
ACKR2	O00590	1565	atypical chemokine receptor 2	plasma membrane	Eutheria	97	Receptor
ACKR3	P25106	23692	atypical chemokine receptor 3	cytoplasm. endosome. plasma membrane	Euteleostomi	454	Receptor
ACKR4	Q9NPB9	1611	atypical chemokine receptor 4	plasma membrane	Mammalia	220	Receptor
ACVR1	Q04771	171	activin A receptor, type I	plasma membrane	Bilateria	910	Receptor
ACVR1B	P36896	172	activin A receptor, type IB	plasma membrane	Bilateria	910	Receptor
ACVR1C	Q8NER5	18123	activin A receptor, type IC	plasma membrane	Bilateria	910	Receptor
ACVR2A	P27037	173	activin A receptor, type IIA	plasma membrane	Bilateria	910	Receptor
ACVR2B	Q13705	174	activin A receptor, type IIB	plasma membrane	Bilateria	910	Receptor
ACVRL1	P37023	175	activin A receptor type II-like 1	plasma membrane	Eutheria	97	Receptor
ADCY1	Q08828	232	adenylate cyclase 1 (brain)	plasma membrane	Bilateria	910	Receptor
ADCY7	P51828	238	adenylate cyclase 7	plasma membrane	Bilateria	910	Receptor
ADCY8	P40145	239	adenylate cyclase 8 (brain)	plasma membrane	Bilateria	910	Receptor
ADCY9	O60503	240	adenylate cyclase 9	plasma membrane	Bilateria	910	Receptor
ADCYAP1R1	P41586	242	adenylate cyclase activating polypeptide 1 (pituitary) receptor type I	plasma membrane	Euteleostomi	454	Receptor
ADIPOR1	Q96A54	24040	adiponectin receptor 1	golgi apparatus membrane	Euteleostomi	454	Receptor
ADIPOR2	Q86V24	24041	adiponectin receptor 2	golgi apparatus membrane	Eukaryota	1628	Receptor
ADORA1	P30542	262	adenosine A1 receptor	cytoplasm. plasma membrane	Euteleostomi	454	Receptor
ADORA2B	P29275	264	adenosine A2b receptor	plasma membrane	Tetrapoda	361	Receptor
ADRA2A	P08913	281	adrenoceptor alpha 2A	nucleus. plasma membrane	Bilateria	910	Receptor
ADRA2B	P18089	282	adrenoceptor alpha 2B	plasma membrane	NA	NA	Receptor
ADRB2	P07550	286	adrenoceptor beta 2, surface	lysosome. plasma membrane	Deuterostomia	824	Receptor
ADRB3	P13945	288	adrenoceptor beta 3	plasma membrane	Theria	176	Receptor
AGR2	O95994	328	anterior gradient 2	secreted	Tetrapoda	361	Receptor
AGTR1	P30556	336	angiotensin II receptor, type 1	plasma membrane	Euteleostomi	454	Receptor
AGTR2	P50052	338	angiotensin II receptor, type 2	plasma membrane	Euteleostomi	454	Receptor
ALK	Q9UM73	427	anaplastic lymphoma receptor tyrosine kinase	plasma membrane	Euteleostomi	454	Receptor
AMFR	Q9UKV5	463	autocrine motility factor receptor, E3 ubiquitin protein ligase	cytoplasm. endoplasmic reticulum. endoplasmic reticulum membrane	Bilateria	910	Receptor
AMHR2	Q16671	465	anti-Mullerian hormone receptor, type II	plasma membrane	Eutheria	97	Receptor
APCDD1	Q8J025	15718	adenomatosis polyposis coli down-regulated 1	plasma membrane	Deuterostomia	824	Receptor
APLNR	P35414	339	apelin receptor	plasma membrane	Euteleostomi	454	Receptor
APLP2	Q06481	598	amyloid beta (A4) precursor-like protein 2	plasma membrane	Euteleostomi	454	Receptor
AQP1	P29972	633	aquaporin 1 (Colton blood group)	plasma membrane	NA	NA	Receptor
ART1	P52961	723	ADP-ribosyltransferase 1	plasma membrane	Tetrapoda	361	Receptor
ASGR1	P07306	742	asialoglycoprotein receptor 1	endoplasmic reticulum. plasma membrane. secreted	Eutheria	97	Receptor
ASGR2	P07307	743	asialoglycoprotein receptor 2	endoplasmic reticulum. golgi apparatus. plasma membrane. secreted	Theria	176	Receptor
ASIC3	Q9UHC3	101	acid-sensing (proton-gated) ion channel 3	plasma membrane	Bilateria	910	Receptor
ATP1A3	P13637	801	ATPase, Na+/K+ transporting, alpha 3 polypeptide	plasma membrane	Eukaryota	1628	Receptor
ATP6AP2	O75787	18305	ATPase, H+ transporting, lysosomal accessory protein 2	plasma membrane	Bilateria	910	Receptor
ATRN	O75882	885	attractin	plasma membrane. secreted	Bilateria	910	Receptor
AVPR1A	P37288	895	arginine vasopressin receptor 1A	plasma membrane	Bilateria	910	Receptor
AVPR1B	P47901	896	arginine vasopressin receptor 1B	plasma membrane	Tetrapoda	361	Receptor
AVPR2	P30518	897	arginine vasopressin receptor 2	plasma membrane	Euteleostomi	454	Receptor
AXL	P30530	905	AXL receptor tyrosine kinase	plasma membrane. secreted	Chordata	797	Receptor
BAI2	O60241	944	brain-specific angiogenesis inhibitor 2	plasma membrane	Euteleostomi	454	Receptor
BAMBI	Q13145	30251	BMP and activin membrane-bound inhibitor	plasma membrane	Euteleostomi	454	Receptor
BCAM	P50895	6722	basal cell adhesion molecule (Lutheran blood group)	plasma membrane	Eutheria	97	Receptor
BDKRB1	P46663	1029	bradykinin receptor B1	plasma membrane	Amniota	324	Receptor
BDKRB2	P30411	1030	bradykinin receptor B2	plasma membrane	Euteleostomi	454	Receptor
BMPR1A	P36894	1076	bone morphogenetic protein receptor, type IA	cytoplasm. plasma membrane	Bilateria	910	Receptor
BMPR1B	O00238	1077	bone morphogenetic protein receptor, type IB	plasma membrane	Bilateria	910	Receptor
BMPR2	Q13873	1078	bone morphogenetic protein receptor, type II (serine/threonine kinase)	plasma membrane	Euteleostomi	454	Receptor
BOC	Q9BWV1	17173	BOC cell adhesion associated, oncogene regulated	plasma membrane	Tetrapoda	361	Receptor
BRS3	P32247	1113	bombesin-like receptor 3	plasma membrane	Tetrapoda	361	Receptor
C14orf1	Q9UKR5	1187	chromosome 14 open reading frame 1	plasma membrane	Euteleostomi	454	Receptor
C3AR1	Q16581	1319	complement component 3a receptor 1	plasma membrane	Eutheria	97	Receptor
C5AR1	P21730	1338	complement component 5a receptor 1	plasma membrane	Tetrapoda	361	Receptor
C5AR2	Q9P296	4527	complement component 5a receptor 2	plasma membrane	Theria	176	Receptor
CACHD1	Q5VU97	29314	cache domain containing 1	plasma membrane	Deuterostomia	824	Receptor
CACNA1C	Q13936	1390	calcium channel, voltage-dependent, L type, alpha 1C subunit	plasma membrane	Bilateria	910	Receptor
CALCR	P30988	1440	calcitonin receptor	plasma membrane	Theria	176	Receptor
CALCRL	Q16602	16709	calcitonin receptor-like	endosome. lysosome. plasma membrane	Euteleostomi	454	Receptor
CANX	P27824	1473	calnexin	endoplasmic reticulum. endoplasmic reticulum membrane. golgi apparatus. lysosome. melanosome. mitochondrion. nucleus membrane. plasma membrane	Opisthokonta	1368	Receptor
CATSPER1	Q8NEC5	17116	cation channel, sperm associated 1	plasma membrane	Eutheria	97	Receptor
CAV1	Q03135	1527	caveolin 1, caveolae protein, 22kDa	plasma membrane	Deuterostomia	824	Receptor
CCKAR	P32238	1570	cholecystokinin A receptor	plasma membrane	Bilateria	910	Receptor
CCKBR	P32239	1571	cholecystokinin B receptor	plasma membrane	Tetrapoda	361	Receptor
CCR1	P32246	1602	chemokine (C-C motif) receptor 1	plasma membrane	Eutheria	97	Receptor
CCR10	P46092	4474	chemokine (C-C motif) receptor 10	plasma membrane	Theria	176	Receptor
CCR2	P41597	1603	chemokine (C-C motif) receptor 2	cytoplasm. plasma membrane	Tetrapoda	361	Receptor
CCR3	P51677	1604	chemokine (C-C motif) receptor 3	plasma membrane	Mammalia	220	Receptor
CCR4	P51679	1605	chemokine (C-C motif) receptor 4	plasma membrane	Amniota	324	Receptor
CCR5	P51681	1606	chemokine (C-C motif) receptor 5 (gene/pseudogene)	plasma membrane	Tetrapoda	361	Receptor
CCR6	P51684	1607	chemokine (C-C motif) receptor 6	plasma membrane	Theria	176	Receptor
CCR7	P32248	1608	chemokine (C-C motif) receptor 7	plasma membrane	Euteleostomi	454	Receptor
CCR8	P51685	1609	chemokine (C-C motif) receptor 8	plasma membrane	Theria	176	Receptor
CCR9	P51686	1610	chemokine (C-C motif) receptor 9	plasma membrane	Theria	176	Receptor
CCRL2	O00421	1612	chemokine (C-C motif) receptor-like 2	plasma membrane	Mammalia	220	Receptor
CD109	Q6YHK3	21685	CD109 molecule	plasma membrane	Bilateria	910	Receptor
CD151	P48509	1630	CD151 molecule (Raph blood group)	cytoplasm. endosome. plasma membrane	Euteleostomi	454	Receptor
CD177	Q8N6Q3	30072	CD177 molecule	plasma membrane	Eutheria	97	Receptor
CD180	Q99467	6726	CD180 molecule	plasma membrane	Theria	176	Receptor
CD19	P15391	1633	CD19 molecule	plasma membrane	Theria	176	Receptor
CD1A	P06126	1634	CD1a molecule	plasma membrane	Catarrhini	29	Receptor
CD1B	P29016	1635	CD1b molecule	plasma membrane	Homininae	6	Receptor
CD247	P20963	1677	CD247 molecule	plasma membrane	Theria	176	Receptor
CD27	P26842	11922	CD27 molecule	plasma membrane	Theria	176	Receptor
CD28	P10747	1653	CD28 molecule	plasma membrane	Amniota	324	Receptor
CD36	P16671	1663	CD36 molecule (thrombospondin receptor)	plasma membrane	Euteleostomi	454	Receptor
CD3D	P04234	1673	CD3d molecule, delta (CD3-TCR complex)	plasma membrane	Theria	176	Receptor
CD3G	P09693	1675	CD3g molecule, gamma (CD3-TCR complex)	plasma membrane	Mammalia	220	Receptor
CD4	P01730	1678	CD4 molecule	plasma membrane	Amniota	324	Receptor
CD40	P25942	11919	CD40 molecule, TNF receptor superfamily member 5	cytoplasm. plasma membrane. secreted	Theria	176	Receptor
CD44	P16070	1681	CD44 molecule (Indian blood group)	cytoplasm. nucleus. plasma membrane	Tetrapoda	361	Receptor
CD46	P15529	6953	CD46 molecule, complement regulatory protein	plasma membrane	Eutheria	97	Receptor
CD47	Q08722	1682	CD47 molecule	plasma membrane	Amniota	324	Receptor
CD48	P09326	1683	CD48 molecule	plasma membrane	Eutheria	97	Receptor
CD5	P06127	1685	CD5 molecule	plasma membrane	Amniota	324	Receptor
CD53	P19397	1686	CD53 molecule	plasma membrane	Euteleostomi	454	Receptor
CD63	P08962	1692	CD63 molecule	cytoplasm. endosome. endosome membrane. lysosome. lysosome membrane. plasma membrane	Bilateria	910	Receptor
CD72	P21854	1696	CD72 molecule	plasma membrane	Amniota	324	Receptor
CD74	P04233	1697	CD74 molecule, major histocompatibility complex, class II invariant chain	endoplasmic reticulum. endosome. golgi apparatus. lysosome. plasma membrane	Euteleostomi	454	Receptor
CD79A	P11912	1698	CD79a molecule, immunoglobulin-associated alpha	plasma membrane	Eutheria	97	Receptor
CD81	P60033	1701	CD81 molecule	endosome. plasma membrane	Euarchontoglires	91	Receptor
CD82	P27701	6210	CD82 molecule	plasma membrane	Euteleostomi	454	Receptor
CD9	P21926	1709	CD9 molecule	plasma membrane	Chordata	797	Receptor
CD93	Q9NPY3	15855	CD93 molecule	plasma membrane	Amniota	324	Receptor
CD97	P48960	1711	CD97 molecule	plasma membrane. secreted	Mammalia	220	Receptor
CDH10	Q9Y6N8	1749	cadherin 10, type 2 (T2-cadherin)	plasma membrane	Chordata	797	Receptor
CDH19	Q9H159	1758	cadherin 19, type 2	plasma membrane	Chordata	797	Receptor
CDH2	P19022	1759	cadherin 2, type 1, N-cadherin (neuronal)	plasma membrane	Chordata	797	Receptor
CDH5	P33151	1764	cadherin 5, type 2 (vascular endothelium)	plasma membrane	Euteleostomi	454	Receptor
CDH6	P55285	1765	cadherin 6, type 2, K-cadherin (fetal kidney)	plasma membrane	Chordata	797	Receptor
CDH7	Q9ULB5	1766	cadherin 7, type 2	plasma membrane	Chordata	797	Receptor
CDON	Q4KMG0	17104	cell adhesion associated, oncogene regulated	plasma membrane	Euteleostomi	454	Receptor
CELSR1	Q9NYQ6	1850	cadherin, EGF LAG seven-pass G-type receptor 1	nucleus. plasma membrane	Eukaryota	1628	Receptor
CFTR	P13569	1884	cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)	endoplasmic reticulum. endosome. plasma membrane	Eukaryota	1628	Receptor
CHRM1	P11229	1950	cholinergic receptor, muscarinic 1	plasma membrane	Theria	176	Receptor
CHRM3	P20309	1952	cholinergic receptor, muscarinic 3	plasma membrane	Bilateria	910	Receptor
CHRNA4	P43681	1958	cholinergic receptor, nicotinic, alpha 4 (neuronal)	plasma membrane	Euteleostomi	454	Receptor
CLDN2	P57739	2041	claudin 2	plasma membrane	Tetrapoda	361	Receptor
CLDN4	O14493	2046	claudin 4	plasma membrane	Euteleostomi	454	Receptor
CLEC10A	Q8IUN9	16916	C-type lectin domain family 10, member A	secreted	Eutheria	97	Receptor
CLEC2B	Q92478	2053	C-type lectin domain family 2, member B	plasma membrane	Tetrapoda	361	Receptor
CLEC4M	Q9H2X3	13523	C-type lectin domain family 4, member M	secreted	Euarchontoglires	91	Receptor
CMKLR1	Q99788	2121	chemokine-like receptor 1	plasma membrane	Human	0	Receptor
CNR1	P21554	2159	cannabinoid receptor 1 (brain)	plasma membrane	Chordata	797	Receptor
CNTFR	P26992	2170	ciliary neurotrophic factor receptor	plasma membrane	Tetrapoda	361	Receptor
CNTN1	Q12860	2171	contactin 1	cytoplasm	Bilateria	910	Receptor
CNTNAP1	P78357	8011	contactin associated protein 1	plasma membrane	Bilateria	910	Receptor
CNTNAP2	Q9UHC6	13830	contactin associated protein-like 2	plasma membrane	Bilateria	910	Receptor
COL13A1	Q5TAT6	2190	collagen, type XIII, alpha 1	plasma membrane	Tetrapoda	361	Receptor
COL17A1	Q9UMD9	2194	collagen, type XVII, alpha 1	plasma membrane	Amniota	324	Receptor
CR1	P17927	2334	complement component (3b/4b) receptor 1 (Knops blood group)	plasma membrane	Amniota	324	Receptor
CRHR1	P34998	2357	corticotropin releasing hormone receptor 1	plasma membrane	Euteleostomi	454	Receptor
CRHR2	Q13324	2358	corticotropin releasing hormone receptor 2	plasma membrane	Euteleostomi	454	Receptor
CRLF1	O75462	2364	cytokine receptor-like factor 1	secreted	Euteleostomi	454	Receptor
CSF1R	P07333	2433	colony stimulating factor 1 receptor	plasma membrane	Euteleostomi	454	Receptor
CSF2RA	P15509	2435	colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)	plasma membrane. secreted	Amniota	324	Receptor
CSF2RB	P32927	2436	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)	plasma membrane	Tetrapoda	361	Receptor
CSF3R	Q99062	2439	colony stimulating factor 3 receptor (granulocyte)	endosome. lysosome. plasma membrane. secreted	Euteleostomi	454	Receptor
CSPG4	Q6UVK1	2466	chondroitin sulfate proteoglycan 4	plasma membrane	Bilateria	910	Receptor
CX3CR1	P49238	2558	chemokine (C-X3-C motif) receptor 1	plasma membrane	Amniota	324	Receptor
CXCR1	P25024	6026	chemokine (C-X-C motif) receptor 1	plasma membrane	Amniota	324	Receptor
CXCR2	P25025	6027	chemokine (C-X-C motif) receptor 2	cytoplasm. endosome. plasma membrane	Amniota	324	Receptor
CXCR3	P49682	4540	chemokine (C-X-C motif) receptor 3	plasma membrane	Eutheria	97	Receptor
CXCR4	P61073	2561	chemokine (C-X-C motif) receptor 4	cytoplasm. nucleus. plasma membrane	Chordata	797	Receptor
CXCR5	P32302	1060	chemokine (C-X-C motif) receptor 5	plasma membrane	Euteleostomi	454	Receptor
CXCR6	O00574	16647	chemokine (C-X-C motif) receptor 6	plasma membrane	Mammalia	220	Receptor
DARC	Q16570	4035	Duffy blood group, atypical chemokine receptor	plasma membrane	Theria	176	Receptor
DCBLD2	Q96PD2	24627	discoidin, CUB and LCCL domain containing 2	cytoplasm. plasma membrane	Euteleostomi	454	Receptor
DCC	P43146	2701	deleted in colorectal carcinoma	plasma membrane	Euteleostomi	454	Receptor
DCHS1	Q96JQ0	13681	dachsous cadherin-related 1	plasma membrane	Bilateria	910	Receptor
